Employee Number,Attrition,Age,Gender,Marital Status,Department,Job Role,BusinessTravel,Daily Rate,Standard Hours,Hourly Rate,Distance From Home,Education,Education Field,Employee Count,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Number Companies Worked,Over 18,Over Time,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Experience,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
1081,No,35,Male,Married,Sales,Sales Representative,Travel_Rarely,660,80,76,7,1,Life Sciences,1,4,3,1,3,2404,16192,1,Y,No,13,3,1,1,1,3,3,1,0,0,0
1082,Yes,24,Male,Single,Research & Development,Laboratory Technician,Travel_Frequently,381,80,89,9,3,Medical,1,2,3,1,1,3172,16998,2,Y,Yes,11,3,3,0,4,2,2,0,0,0,0
1083,No,24,Female,Married,Sales,Sales Representative,Non-Travel,830,80,78,13,2,Life Sciences,1,4,3,1,2,2033,7103,1,Y,No,13,3,3,1,1,2,3,1,0,0,0
1084,No,44,Male,Single,Research & Development,Manufacturing Director,Travel_Frequently,1193,80,86,2,1,Medical,1,2,3,3,3,10209,19719,5,Y,Yes,18,3,2,0,16,2,2,2,2,2,2
1085,No,29,Male,Divorced,Sales,Sales Executive,Travel_Rarely,1246,80,77,19,3,Life Sciences,1,3,2,2,3,8620,23757,1,Y,No,14,3,3,2,10,3,3,10,7,0,4
1086,No,30,Male,Divorced,Human Resources,Human Resources,Travel_Rarely,330,80,46,1,3,Life Sciences,1,3,3,1,3,2064,15428,0,Y,No,21,4,1,1,6,3,4,5,3,1,3
1087,No,55,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,1229,80,30,4,4,Life Sciences,1,4,3,2,3,4035,16143,0,Y,Yes,16,3,2,0,4,2,3,3,2,1,2
1088,No,33,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,1099,80,82,4,4,Medical,1,1,2,1,2,3838,8192,8,Y,No,11,3,4,0,8,5,3,5,4,0,2
1089,No,47,Female,Married,Sales,Sales Executive,Travel_Rarely,571,80,78,14,3,Medical,1,3,3,2,3,4591,24200,3,Y,Yes,17,3,3,1,11,4,2,5,4,1,2
1090,Yes,28,Male,Single,Research & Development,Laboratory Technician,Travel_Frequently,289,80,38,2,2,Medical,1,3,2,1,1,2561,5355,7,Y,No,11,3,3,0,8,2,2,0,0,0,0
1091,No,28,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,1423,80,72,1,3,Life Sciences,1,1,2,1,3,1563,12530,1,Y,No,14,3,4,1,1,2,1,1,0,0,0
1092,No,28,Male,Single,Sales,Sales Executive,Travel_Frequently,467,80,55,7,3,Life Sciences,1,3,3,2,1,4898,11827,0,Y,No,14,3,4,0,5,5,3,4,2,1,3
1093,No,49,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,271,80,43,3,2,Medical,1,3,2,2,1,4789,23070,4,Y,No,25,4,1,1,10,3,3,3,2,1,2
1094,No,29,Female,Married,Research & Development,Laboratory Technician,Travel_Frequently,410,80,97,2,1,Life Sciences,1,4,3,1,2,3180,4668,0,Y,No,13,3,3,3,4,3,3,3,2,0,2
1095,No,28,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,1083,80,96,29,1,Life Sciences,1,3,1,2,2,6549,3173,1,Y,No,14,3,2,2,8,2,2,8,6,1,7
1096,No,33,Male,Single,Research & Development,Healthcare Representative,Travel_Rarely,516,80,69,8,5,Life Sciences,1,4,3,2,3,6388,22049,2,Y,Yes,17,3,1,0,14,6,3,0,0,0,0
1097,No,32,Male,Single,Research & Development,Manager,Travel_Rarely,495,80,64,10,3,Medical,1,3,3,3,4,11244,21072,2,Y,No,25,4,2,0,10,5,4,5,2,0,0
1098,No,54,Female,Divorced,Research & Development,Manager,Travel_Frequently,1050,80,87,11,4,Medical,1,2,3,4,4,16032,24456,3,Y,No,20,4,1,1,26,2,3,14,9,1,12
1099,Yes,29,Male,Single,Research & Development,Research Scientist,Travel_Rarely,224,80,100,1,4,Technical Degree,1,1,2,1,1,2362,7568,6,Y,No,13,3,3,0,11,2,1,9,7,0,7
1100,No,44,Male,Married,Research & Development,Research Director,Travel_Rarely,136,80,32,28,3,Life Sciences,1,4,3,4,1,16328,22074,3,Y,No,13,3,3,1,24,1,4,20,6,14,17
1101,No,39,Female,Single,Research & Development,Manufacturing Director,Travel_Rarely,1089,80,32,6,3,Life Sciences,1,2,3,3,2,8376,9150,4,Y,No,18,3,4,0,9,3,3,2,0,2,2
1102,No,46,Female,Married,Sales,Manager,Travel_Rarely,228,80,51,3,3,Life Sciences,1,3,3,4,2,16606,11380,8,Y,No,12,3,4,1,23,2,4,13,12,5,1
1103,No,35,Female,Single,Research & Development,Healthcare Representative,Travel_Rarely,1029,80,91,16,3,Life Sciences,1,4,2,3,2,8606,21195,1,Y,No,19,3,4,0,11,3,1,11,8,3,3
1104,No,23,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,507,80,97,20,1,Life Sciences,1,1,3,2,3,2272,24812,0,Y,No,14,3,2,0,5,2,3,4,3,1,2
1105,Yes,40,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,676,80,86,9,4,Life Sciences,1,4,3,1,1,2018,21831,3,Y,No,14,3,2,0,15,3,1,5,4,1,0
1106,No,34,Male,Married,Sales,Sales Executive,Travel_Rarely,971,80,64,1,3,Technical Degree,1,4,2,3,3,7083,12288,1,Y,Yes,14,3,4,0,10,3,3,10,9,8,6
1107,Yes,31,Female,Single,Research & Development,Research Scientist,Travel_Frequently,561,80,33,3,3,Life Sciences,1,4,3,1,3,4084,4156,1,Y,No,12,3,1,0,7,2,1,7,2,7,7
1108,No,50,Male,Single,Research & Development,Research Director,Travel_Frequently,333,80,88,22,5,Medical,1,3,1,4,4,14411,24450,1,Y,Yes,13,3,4,0,32,2,3,32,6,13,9
1109,No,34,Male,Married,Sales,Sales Representative,Travel_Rarely,1440,80,55,7,2,Technical Degree,1,2,3,1,3,2308,4944,0,Y,Yes,25,4,2,1,12,4,3,11,10,5,7
1110,No,42,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,1210,80,68,2,3,Medical,1,3,2,1,2,4841,24052,4,Y,No,14,3,2,1,4,3,3,1,0,0,0
1111,No,37,Male,Married,Research & Development,Research Scientist,Travel_Rarely,674,80,47,13,3,Medical,1,1,3,2,4,4285,3031,1,Y,No,17,3,1,0,10,2,3,10,8,3,7
1112,No,29,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,441,80,39,8,1,Other,1,3,1,2,1,9715,7288,3,Y,No,13,3,3,1,9,3,3,7,7,0,7
1113,No,33,Male,Single,Research & Development,Manufacturing Director,Travel_Rarely,575,80,44,25,3,Life Sciences,1,4,2,2,2,4320,24152,1,Y,No,13,3,4,0,5,2,3,5,3,0,2
1114,No,45,Male,Married,Research & Development,Research Scientist,Travel_Rarely,950,80,97,28,3,Technical Degree,1,4,3,1,4,2132,4585,4,Y,No,20,4,4,1,8,3,3,5,4,0,3
1115,No,42,Male,Married,Research & Development,Healthcare Representative,Travel_Frequently,288,80,40,2,3,Life Sciences,1,4,3,3,4,10124,18611,2,Y,Yes,14,3,3,1,24,3,1,20,8,13,9
1116,No,40,Male,Married,Sales,Sales Executive,Travel_Rarely,1342,80,47,9,2,Medical,1,1,3,2,1,5473,19345,0,Y,No,12,3,4,0,9,5,4,8,4,7,1
1117,No,33,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,589,80,79,28,4,Life Sciences,1,2,3,2,3,5207,22949,1,Y,Yes,12,3,2,1,15,3,3,15,14,5,7
1118,No,40,Male,Single,Human Resources,Manager,Travel_Rarely,898,80,38,6,2,Medical,1,3,3,4,4,16437,17381,1,Y,Yes,21,4,4,0,21,2,3,21,7,7,7
1119,No,24,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,350,80,57,21,2,Technical Degree,1,3,2,1,1,2296,10036,0,Y,No,14,3,2,3,2,3,3,1,1,0,0
1120,No,40,Male,Divorced,Research & Development,Healthcare Representative,Non-Travel,1142,80,72,8,2,Life Sciences,1,4,3,2,4,4069,8841,3,Y,Yes,18,3,3,0,8,2,3,2,2,2,2
1121,No,45,Male,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,538,80,66,1,4,Technical Degree,1,1,3,3,2,7441,20933,1,Y,No,12,3,1,3,10,4,3,10,8,7,7
1122,No,35,Female,Married,Sales,Sales Representative,Travel_Rarely,1402,80,98,28,4,Life Sciences,1,2,2,1,3,2430,26204,0,Y,No,23,4,1,2,6,5,3,5,3,4,2
1123,No,32,Female,Married,Research & Development,Research Scientist,Travel_Rarely,824,80,67,5,2,Life Sciences,1,4,2,2,2,5878,15624,3,Y,No,12,3,1,1,12,2,3,7,1,2,5
1124,No,36,Male,Single,Sales,Sales Representative,Travel_Rarely,1157,80,70,2,4,Life Sciences,1,3,3,1,4,2644,17001,3,Y,Yes,21,4,4,0,7,3,2,3,2,1,2
1125,No,48,Female,Divorced,Sales,Sales Executive,Travel_Rarely,492,80,96,16,4,Life Sciences,1,3,3,2,3,6439,13693,8,Y,No,14,3,3,1,18,2,3,8,7,7,7
1126,No,29,Male,Married,Research & Development,Research Scientist,Travel_Rarely,598,80,91,9,3,Life Sciences,1,3,4,1,3,2451,22376,6,Y,No,18,3,1,2,5,2,2,1,0,0,0
1127,No,33,Male,Married,Sales,Sales Executive,Travel_Rarely,1242,80,46,8,4,Life Sciences,1,1,3,2,1,6392,10589,2,Y,No,13,3,4,1,8,6,1,2,2,2,2
1128,Yes,30,Male,Married,Sales,Sales Executive,Travel_Rarely,740,80,64,1,3,Life Sciences,1,2,2,2,1,9714,5323,1,Y,No,11,3,4,1,10,4,3,10,8,6,7
1129,No,38,Male,Married,Human Resources,Human Resources,Travel_Frequently,888,80,71,10,4,Human Resources,1,3,3,2,3,6077,14814,3,Y,No,11,3,3,0,10,2,3,6,3,1,2
1130,No,35,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,992,80,68,1,3,Medical,1,4,2,1,1,2450,21731,1,Y,No,19,3,2,0,3,3,3,3,0,1,2
1131,No,30,Male,Married,Sales,Sales Executive,Travel_Rarely,1288,80,33,29,4,Technical Degree,1,3,3,3,2,9250,17799,3,Y,No,12,3,2,1,9,3,3,4,2,1,3
1132,Yes,35,Female,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,104,80,69,2,3,Life Sciences,1,1,3,1,1,2074,26619,1,Y,Yes,12,3,4,1,1,2,3,1,0,0,0
1133,Yes,53,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,607,80,78,2,5,Technical Degree,1,3,2,3,4,10169,14618,0,Y,No,16,3,2,1,34,4,3,33,7,1,9
1134,Yes,38,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,903,80,81,2,3,Medical,1,3,3,2,2,4855,7653,4,Y,No,11,3,1,2,7,2,3,5,2,1,4
1135,No,32,Male,Married,Research & Development,Research Scientist,Non-Travel,1200,80,62,1,4,Technical Degree,1,4,3,2,1,4087,25174,4,Y,No,14,3,2,1,9,3,2,6,5,1,2
1136,No,48,Female,Married,Research & Development,Research Scientist,Travel_Rarely,1108,80,65,15,4,Other,1,3,3,1,1,2367,16530,8,Y,No,12,3,4,1,10,3,2,8,2,7,6
1137,No,34,Male,Single,Research & Development,Research Scientist,Travel_Rarely,479,80,35,7,4,Medical,1,1,3,1,4,2972,22061,1,Y,No,13,3,3,0,1,4,1,1,0,0,0
1138,No,22,Female,Married,Research & Development,Research Scientist,Non-Travel,457,80,85,26,2,Other,1,2,2,1,3,2814,10293,1,Y,Yes,14,3,2,0,4,2,2,4,2,1,3
1139,No,50,Male,Married,Research & Development,Healthcare Representative,Travel_Frequently,1234,80,41,20,5,Medical,1,2,3,4,3,11245,20689,2,Y,Yes,15,3,3,1,32,3,3,30,8,12,13
1140,No,32,Female,Married,Research & Development,Research Scientist,Travel_Rarely,634,80,35,5,4,Other,1,2,4,1,4,3312,18783,3,Y,No,17,3,4,2,6,3,3,3,2,0,2
1141,No,44,Female,Divorced,Research & Development,Research Director,Travel_Rarely,1313,80,31,7,3,Medical,1,2,3,5,4,19049,3549,0,Y,Yes,14,3,4,1,23,4,2,22,7,1,10
1142,No,30,Male,Married,Research & Development,Research Scientist,Travel_Rarely,241,80,48,7,3,Medical,1,2,2,1,2,2141,5348,1,Y,No,12,3,2,1,6,3,2,6,4,1,1
1143,No,45,Female,Single,Research & Development,Laboratory Technician,Travel_Rarely,1015,80,50,5,5,Medical,1,3,1,2,1,5769,23447,1,Y,Yes,14,3,1,0,10,3,3,10,7,1,4
1144,No,45,Male,Married,Sales,Sales Executive,Non-Travel,336,80,52,26,3,Marketing,1,1,2,2,1,4385,24162,1,Y,No,15,3,1,1,10,2,3,10,7,4,5
1145,No,31,Male,Single,Sales,Sales Executive,Travel_Frequently,715,80,54,2,4,Other,1,4,3,2,1,5332,21602,7,Y,No,13,3,4,0,10,3,3,5,2,0,3
1146,No,36,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,559,80,76,12,4,Life Sciences,1,3,3,2,3,4663,12421,9,Y,Yes,12,3,2,2,7,2,3,3,2,1,1
1147,No,34,Male,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,426,80,42,10,4,Life Sciences,1,3,4,2,4,4724,17000,1,Y,No,13,3,1,1,9,3,3,9,7,7,2
1148,No,49,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,722,80,84,25,4,Life Sciences,1,3,3,1,1,3211,22102,1,Y,No,14,3,4,1,10,3,2,9,6,1,4
1149,No,39,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,1387,80,76,10,5,Medical,1,2,3,2,1,5377,3835,2,Y,No,13,3,4,3,10,3,3,7,7,7,7
1150,No,27,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,1302,80,67,19,3,Other,1,4,2,1,1,4066,16290,1,Y,No,11,3,1,2,7,3,3,7,7,0,7
1151,No,35,Male,Married,Research & Development,Research Scientist,Travel_Rarely,819,80,48,18,5,Life Sciences,1,2,4,2,1,5208,26312,1,Y,No,11,3,4,0,16,2,3,16,15,1,10
1152,No,28,Female,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,580,80,39,27,3,Medical,1,2,1,2,1,4877,20460,0,Y,No,21,4,2,1,6,5,2,5,3,0,0
1153,No,21,Male,Single,Research & Development,Research Scientist,Travel_Rarely,546,80,97,5,1,Medical,1,3,3,1,4,3117,26009,1,Y,No,18,3,3,0,3,2,3,2,2,2,2
1154,Yes,18,Female,Single,Sales,Sales Representative,Travel_Frequently,544,80,70,3,2,Medical,1,2,3,1,4,1569,18420,1,Y,Yes,12,3,3,0,0,2,4,0,0,0,0
1155,No,47,Female,Married,Human Resources,Manager,Travel_Rarely,1176,80,98,26,4,Life Sciences,1,4,3,5,3,19658,5220,3,Y,No,11,3,3,1,27,2,3,5,2,1,0
1156,No,39,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,170,80,76,3,2,Medical,1,3,2,2,3,3069,10302,0,Y,No,15,3,4,1,11,3,3,10,8,0,7
1157,No,40,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,884,80,80,15,3,Life Sciences,1,1,2,3,3,10435,25800,1,Y,No,13,3,4,2,18,2,3,18,15,14,12
1158,No,35,Female,Married,Research & Development,Healthcare Representative,Non-Travel,208,80,52,8,4,Life Sciences,1,3,3,2,3,4148,12250,1,Y,No,12,3,4,1,15,5,3,14,11,2,9
1159,No,37,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,671,80,85,19,3,Life Sciences,1,3,3,2,3,5768,26493,3,Y,No,17,3,1,3,9,2,2,4,3,0,2
1160,No,39,Female,Single,Research & Development,Manufacturing Director,Travel_Frequently,711,80,81,4,3,Medical,1,1,3,2,3,5042,3140,0,Y,No,13,3,4,0,10,2,1,9,2,3,8
1161,No,45,Female,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,1329,80,59,2,2,Other,1,4,2,2,4,5770,5388,1,Y,No,19,3,1,2,10,3,3,10,7,3,9
1162,No,38,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,397,80,54,2,2,Medical,1,4,2,3,3,7756,14199,3,Y,Yes,19,3,4,1,10,6,4,5,4,0,2
1163,Yes,35,Male,Married,Sales,Sales Executive,Travel_Rarely,737,80,55,10,3,Medical,1,4,2,3,1,10306,21530,9,Y,No,17,3,3,0,15,3,3,13,12,6,0
1164,No,37,Female,Married,Research & Development,Research Scientist,Travel_Rarely,1470,80,71,10,3,Medical,1,2,3,1,2,3936,9953,1,Y,No,11,3,1,1,8,2,1,8,4,7,7
1165,No,40,Female,Single,Research & Development,Manufacturing Director,Travel_Rarely,448,80,84,16,3,Life Sciences,1,3,3,3,4,7945,19948,6,Y,Yes,15,3,4,0,18,2,2,4,2,3,3
1166,No,44,Male,Married,Human Resources,Human Resources,Travel_Frequently,602,80,37,1,5,Human Resources,1,1,3,2,4,5743,10503,4,Y,Yes,11,3,3,0,14,3,3,10,7,0,2
1167,No,48,Male,Married,Research & Development,Manager,Travel_Frequently,365,80,89,4,5,Medical,1,3,2,4,4,15202,5602,2,Y,No,25,4,2,1,23,3,3,2,2,2,2
1168,Yes,35,Male,Divorced,Sales,Sales Executive,Travel_Rarely,763,80,59,15,2,Medical,1,1,1,2,4,5440,22098,6,Y,Yes,14,3,4,2,7,2,2,2,2,2,2
1169,No,24,Female,Single,Research & Development,Research Scientist,Travel_Frequently,567,80,32,2,1,Technical Degree,1,1,3,1,4,3760,17218,1,Y,Yes,13,3,3,0,6,2,3,6,3,1,3
1170,No,27,Female,Married,Research & Development,Research Scientist,Travel_Rarely,486,80,86,8,3,Medical,1,2,4,1,3,3517,22490,7,Y,No,17,3,1,0,5,0,3,3,2,0,2
1171,No,27,Male,Single,Research & Development,Research Scientist,Travel_Frequently,591,80,87,2,3,Medical,1,4,3,1,4,2580,6297,2,Y,No,13,3,3,0,6,0,2,4,2,1,2
1172,Yes,40,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,1329,80,73,7,3,Life Sciences,1,1,3,1,1,2166,3339,3,Y,Yes,14,3,2,0,10,3,1,4,2,0,3
1173,No,29,Male,Single,Sales,Sales Executive,Travel_Rarely,469,80,42,10,3,Medical,1,3,2,2,3,5869,23413,9,Y,No,11,3,3,0,8,2,3,5,2,1,4
1174,No,36,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,711,80,42,5,4,Life Sciences,1,2,3,3,1,8008,22792,4,Y,No,12,3,3,2,9,6,3,3,2,0,2
1175,No,25,Male,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,772,80,77,2,1,Life Sciences,1,4,4,2,3,5206,4973,1,Y,No,17,3,3,2,7,6,3,7,7,0,7
1176,No,39,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,492,80,66,12,3,Medical,1,4,3,2,2,5295,7693,4,Y,No,21,4,3,0,7,3,3,5,4,1,0
1177,No,49,Female,Married,Research & Development,Research Director,Travel_Rarely,301,80,72,22,4,Other,1,1,3,4,2,16413,3498,3,Y,No,16,3,2,2,27,2,3,4,2,1,2
1178,No,50,Female,Divorced,Research & Development,Research Director,Travel_Rarely,813,80,50,17,5,Life Sciences,1,4,2,3,1,13269,21981,5,Y,No,15,3,3,3,19,3,3,14,11,1,11
1179,No,20,Female,Single,Sales,Sales Representative,Travel_Rarely,1141,80,31,2,3,Medical,1,3,3,1,3,2783,13251,1,Y,No,19,3,1,0,2,3,3,2,2,2,2
1180,No,34,Female,Divorced,Research & Development,Research Scientist,Travel_Rarely,1130,80,66,3,3,Life Sciences,1,4,3,2,2,5433,19332,1,Y,No,12,3,3,1,11,2,3,11,8,7,9
1181,No,36,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,311,80,77,7,3,Life Sciences,1,1,3,1,2,2013,10950,2,Y,No,11,3,3,0,15,4,3,4,3,1,3
1182,No,49,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,465,80,41,6,1,Life Sciences,1,3,2,4,3,13966,11652,2,Y,Yes,19,3,2,1,30,3,3,15,11,2,12
1183,No,36,Female,Married,Research & Development,Manufacturing Director,Non-Travel,894,80,33,1,4,Medical,1,4,2,2,3,4374,15411,0,Y,No,15,3,3,0,4,6,3,3,2,1,2
1184,No,36,Male,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1040,80,79,3,2,Life Sciences,1,4,4,2,1,6842,26308,6,Y,No,20,4,1,1,13,3,3,5,4,0,4
1185,No,54,Female,Married,Research & Development,Manager,Travel_Rarely,584,80,91,22,5,Medical,1,2,3,4,3,17426,18685,3,Y,No,25,4,3,1,36,6,3,10,8,4,7
1186,No,43,Male,Married,Research & Development,Research Director,Travel_Rarely,1291,80,65,15,2,Life Sciences,1,3,2,4,3,17603,3525,1,Y,No,24,4,1,1,14,3,3,14,10,6,11
1187,Yes,35,Male,Single,Sales,Sales Executive,Travel_Frequently,880,80,36,12,4,Other,1,4,3,2,4,4581,10414,3,Y,Yes,24,4,1,0,13,2,4,11,9,6,7
1188,No,38,Male,Married,Research & Development,Research Scientist,Travel_Frequently,1189,80,90,1,3,Life Sciences,1,4,3,2,4,4735,9867,7,Y,No,15,3,4,2,19,4,4,13,11,2,9
1189,No,29,Male,Divorced,Sales,Sales Executive,Travel_Rarely,991,80,43,5,3,Medical,1,1,2,2,2,4187,3356,1,Y,Yes,13,3,2,1,10,3,2,10,0,0,9
1190,No,33,Male,Divorced,Sales,Sales Executive,Travel_Rarely,392,80,93,2,4,Medical,1,4,3,2,4,5505,3921,1,Y,No,14,3,3,2,6,5,3,6,2,0,4
1191,No,32,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,977,80,45,2,3,Medical,1,4,3,2,2,5470,25518,0,Y,No,13,3,3,2,10,4,2,9,5,1,6
1192,No,31,Female,Married,Sales,Sales Executive,Travel_Rarely,1112,80,67,5,4,Life Sciences,1,1,3,2,4,5476,22589,1,Y,No,11,3,1,2,10,2,3,10,0,0,2
1193,No,49,Female,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,464,80,74,16,3,Medical,1,4,3,1,1,2587,24941,4,Y,Yes,16,3,2,1,17,2,2,2,2,2,2
1194,No,38,Female,Single,Research & Development,Laboratory Technician,Travel_Frequently,148,80,42,2,3,Medical,1,4,2,1,2,2440,23826,1,Y,No,22,4,2,0,4,3,3,4,3,3,3
1195,No,47,Female,Divorced,Sales,Manager,Travel_Rarely,1225,80,47,2,4,Life Sciences,1,2,4,4,2,15972,21086,6,Y,No,14,3,3,3,29,2,3,3,2,1,2
1196,No,49,Male,Single,Research & Development,Manager,Travel_Rarely,809,80,36,1,3,Life Sciences,1,3,3,4,3,15379,22384,4,Y,No,14,3,1,0,23,2,3,8,7,0,0
1197,No,41,Male,Single,Sales,Sales Executive,Travel_Rarely,1206,80,80,23,2,Life Sciences,1,4,3,3,3,7082,11591,3,Y,Yes,16,3,4,0,21,2,3,2,0,0,2
1198,No,20,Male,Single,Sales,Sales Representative,Travel_Rarely,727,80,54,9,1,Life Sciences,1,4,3,1,1,2728,21082,1,Y,No,11,3,1,0,2,3,3,2,2,0,2
1199,No,33,Female,Divorced,Sales,Sales Executive,Non-Travel,530,80,36,16,3,Life Sciences,1,3,3,2,4,5368,16130,1,Y,Yes,25,4,3,1,7,2,3,6,5,1,2
1200,No,36,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,1351,80,80,26,4,Life Sciences,1,1,3,2,3,5347,7419,6,Y,No,14,3,2,2,10,2,2,3,2,0,2
1201,No,44,Female,Divorced,Human Resources,Human Resources,Travel_Rarely,528,80,44,1,3,Life Sciences,1,3,3,1,4,3195,4167,4,Y,Yes,18,3,1,3,8,2,3,2,2,2,2
1202,Yes,23,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,1320,80,93,8,1,Medical,1,4,2,1,3,3989,20586,1,Y,Yes,11,3,1,0,5,2,3,5,4,1,2
1203,No,38,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,1495,80,87,4,2,Medical,1,4,3,1,3,3306,26176,7,Y,No,19,3,4,1,7,5,2,0,0,0,0
1204,No,53,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,1395,80,48,24,4,Medical,1,2,4,3,4,7005,3458,3,Y,No,15,3,3,0,11,2,3,4,3,1,2
1205,Yes,48,Female,Married,Sales,Sales Representative,Travel_Frequently,708,80,95,7,2,Medical,1,4,3,1,3,2655,11740,2,Y,Yes,11,3,3,2,19,3,3,9,7,7,7
1206,Yes,32,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,1259,80,95,2,4,Life Sciences,1,4,3,1,2,1393,24852,1,Y,No,12,3,1,0,1,2,3,1,0,0,0
1207,No,26,Male,Single,Research & Development,Laboratory Technician,Non-Travel,786,80,76,7,3,Medical,1,4,3,1,4,2570,11925,1,Y,No,20,4,3,0,7,5,3,7,7,5,7
1208,No,55,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,1441,80,94,22,3,Technical Degree,1,1,2,1,2,3537,23737,5,Y,No,12,3,4,1,8,1,3,4,2,1,2
1209,No,34,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,1157,80,57,5,2,Medical,1,2,2,2,4,3986,11912,1,Y,No,14,3,3,1,15,3,4,15,10,4,13
1210,No,60,Male,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,370,80,92,1,4,Medical,1,3,1,3,4,10883,20467,3,Y,No,20,4,3,1,19,2,4,1,0,0,0
1211,No,33,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,267,80,79,21,3,Medical,1,2,4,1,2,2028,13637,1,Y,No,18,3,4,3,14,6,3,14,11,2,13
1212,No,37,Male,Divorced,Sales,Sales Executive,Travel_Frequently,1278,80,31,1,4,Medical,1,3,1,2,4,9525,7677,1,Y,No,14,3,3,2,6,2,2,6,3,1,3
1213,No,34,Female,Married,Research & Development,Research Scientist,Travel_Rarely,678,80,35,19,3,Life Sciences,1,2,2,1,4,2929,20338,1,Y,No,12,3,2,0,10,3,3,10,9,8,7
1214,Yes,23,Male,Divorced,Sales,Sales Representative,Travel_Rarely,427,80,99,7,3,Life Sciences,1,3,3,1,4,2275,25103,1,Y,Yes,21,4,2,1,3,2,3,3,2,0,2
1215,No,44,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,921,80,96,2,3,Life Sciences,1,3,4,3,4,7879,14810,1,Y,Yes,19,3,2,1,9,2,3,8,7,6,7
1216,No,35,Male,Single,Research & Development,Research Scientist,Travel_Frequently,146,80,79,2,4,Medical,1,1,2,1,4,4930,13970,0,Y,Yes,14,3,3,0,6,2,4,5,4,1,4
1217,No,43,Male,Married,Sales,Sales Executive,Travel_Rarely,1179,80,73,2,3,Medical,1,4,3,2,4,7847,6069,1,Y,Yes,17,3,1,1,10,3,3,10,9,8,8
1218,No,24,Male,Married,Research & Development,Research Scientist,Travel_Rarely,581,80,62,9,3,Medical,1,3,4,1,3,4401,17616,1,Y,No,16,3,4,1,5,1,3,5,3,0,4
1219,No,41,Male,Single,Sales,Sales Executive,Travel_Rarely,918,80,35,6,3,Marketing,1,4,3,3,3,9241,15869,1,Y,No,12,3,2,0,10,3,3,10,8,8,7
1220,No,29,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,1082,80,43,9,4,Medical,1,4,3,1,3,2974,25412,9,Y,No,17,3,3,1,9,2,3,5,3,1,2
1221,No,36,Female,Single,Sales,Sales Representative,Travel_Rarely,530,80,51,2,4,Life Sciences,1,3,3,2,4,4502,7439,3,Y,No,15,3,3,0,17,2,2,13,7,6,7
